10	18
20	34
30	70
40	76
50	112
60	118
70	126
80	158
90	184
100	186
110	226
120	272
130	254
140	282
150	292
160	302
170	320
180	322
190	366
200	408
210	414
220	444
230	462
240	488
250	542
260	516
270	550
280	536
290	566
300	592
310	606
320	602
330	614
340	708
350	732
360	702
370	718
380	780
390	778
400	768
